Date/Time,OPEN OFFICE 1-01:Zone Air Temperature [C](Hourly),OPEN OFFICE 1-01:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 1-01:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 1-01:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OPEN OFFICE 1-02:Zone Air Temperature [C](Hourly),OPEN OFFICE 1-02:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 1-02:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 1-02:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OPEN OFFICE 1-03:Zone Air Temperature [C](Hourly),OPEN OFFICE 1-03:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 1-03:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 1-03:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OPEN OFFICE 2-04:Zone Air Temperature [C](Hourly),OPEN OFFICE 2-04:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 2-04:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 2-04:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OPEN OFFICE 2-05:Zone Air Temperature [C](Hourly),OPEN OFFICE 2-05:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 2-05:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 2-05:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OPEN OFFICE 2-06:Zone Air Temperature [C](Hourly),OPEN OFFICE 2-06:Zone Air Relative Humidity [%](Hourly),OPEN OFFICE 2-06:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OPEN OFFICE 2-06:Zone Thermostat Cooling Setpoint Temperature [C](Hourly) 
 07/21  15:00:00,17.41643914111344,60.39209843926951,15.599999999999996,24.0,17.08269252081275,61.81763599389495,15.599999999999996,24.0,17.34576917697397,60.64448547938681,15.599999999999996,24.0,17.583450117934234,59.71967444558843,15.599999999999996,24.0,17.237793247832244,61.210235884123854,15.599999999999996,24.0,17.62477179295337,59.569121385412814,15.599999999999996,24.0 
 07/21  16:00:00,17.53539338726799,59.741302220897374,15.599999999999996,24.0,17.113536704406783,61.49819539062847,15.599999999999996,24.0,17.36428904226697,60.379007904732525,15.599999999999996,24.0,17.72517840736576,58.979471907987204,15.599999999999996,24.0,17.29306469902701,60.786826532577926,15.599999999999996,24.0,17.669070804051987,59.19800968660311,15.599999999999996,24.0 
 07/21  17:00:00,17.587295167754665,59.36491730294023,15.599999999999996,24.0,17.116104184447508,61.304067958421534,15.599999999999996,24.0,17.348657315477272,60.26065744320508,15.599999999999996,24.0,17.816727406304608,58.44959116894564,15.599999999999996,24.0,17.318291304121846,60.49641828536833,15.599999999999996,24.0,17.67838217513565,58.975648873327906,15.599999999999996,24.0 
 07/21  18:00:00,17.57038360530699,59.27919019336942,15.599999999999996,24.0,17.1045422462356,61.19326770391911,15.599999999999996,24.0,17.3136852513162,60.24582377404582,15.599999999999996,24.0,17.859572451370337,58.13354062857359,15.599999999999996,24.0,17.33217194524149,60.280780288336594,15.599999999999996,24.0,17.671179672879834,58.84586683094714,15.599999999999996,24.0 
 07/21  19:00:00,17.45637032181882,59.59885520704271,15.599999999999996,24.0,17.065487724117293,61.22551800654686,15.599999999999996,24.0,17.246210610517984,60.39312524562437,15.599999999999996,24.0,17.822793983204523,58.14242126747999,15.599999999999996,24.0,17.321502475552425,60.190191724598435,15.599999999999996,24.0,17.633654785219502,58.86020686238951,15.599999999999996,24.0 
 07/21  20:00:00,17.241277111913423,60.37880858268258,15.599999999999996,24.0,16.991788759580135,61.45938125770662,15.599999999999996,24.0,17.142729453442644,60.748320685786155,15.599999999999996,24.0,17.66237797706859,58.69262716500663,15.599999999999996,24.0,17.249798875122735,60.41495472434415,15.599999999999996,24.0,17.531860639336386,59.19751022439949,15.599999999999996,24.0 
 07/21  21:00:00,17.091457957302456,60.998186227551884,15.599999999999996,24.0,16.923518428946867,61.754156326156334,15.599999999999996,24.0,17.053850924825163,61.129194701845115,15.599999999999996,24.0,17.514253030806376,59.316223402953504,15.599999999999996,24.0,17.170011013447844,60.786675400230735,15.599999999999996,24.0,17.42681621913458,59.662224505132,15.599999999999996,24.0 
 07/21  22:00:00,16.999327361126607,61.4139264600924,15.599999999999996,24.0,16.86234562796646,62.04460784577332,15.599999999999996,24.0,16.97807853594334,61.48018548571972,15.599999999999996,24.0,17.40241930070434,59.845583669471786,15.599999999999996,24.0,17.095542248606833,61.180664311534336,15.599999999999996,24.0,17.33133832260015,60.13239648405809,15.599999999999996,24.0 
 07/21  23:00:00,17.65749469249575,69.64998464317341,15.599999999999996,26.699999999999992,17.515852350705643,69.79330784892073,15.599999999999996,26.699999999999992,17.62785514356926,69.52882488732787,15.599999999999996,26.699999999999992,18.115984815968822,70.1779237512907,15.599999999999996,26.699999999999992,17.866186544312168,71.12465330139342,15.599999999999996,26.699999999999992,18.056253446094498,70.32663109092083,15.599999999999996,26.699999999999992 
 07/21  24:00:00,17.724258034844585,78.0532203066607,15.599999999999996,26.699999999999992,17.6095220000314,78.40726010496203,15.599999999999996,26.699999999999992,17.702632430133274,78.01724097488427,15.599999999999996,26.699999999999992,18.117278446240167,77.8943582578796,15.599999999999996,26.699999999999992,17.90612760891403,79.05878724256345,15.599999999999996,26.699999999999992,18.069110665255483,78.12447109160715,15.599999999999996,26.699999999999992 
 07/21  01:00:00,16.4841619386951,89.75188380453653,15.599999999999996,26.699999999999992,16.451405215829258,90.08428335089742,15.599999999999996,26.699999999999992,16.48161386448842,89.77868966367627,15.599999999999996,26.699999999999992,16.439188660462083,92.29201644901629,15.599999999999996,26.699999999999992,16.286449068058122,93.40244292189858,15.599999999999996,26.699999999999992,16.401353171052204,92.55697579394639,15.599999999999996,26.699999999999992 
 07/21  02:00:00,16.357280557136942,89.31526005192285,15.599999999999996,26.699999999999992,16.341796618152284,89.52920134138266,15.599999999999996,26.699999999999992,16.359604202806384,89.3118643819509,15.599999999999996,26.699999999999992,16.27423208276269,92.01977290729035,15.599999999999996,26.699999999999992,16.143089271836757,92.97463638262555,15.599999999999996,26.699999999999992,16.24268367502099,92.24224583770693,15.599999999999996,26.699999999999992 
 07/21  03:00:00,16.254513141574254,89.14910457527604,15.599999999999996,26.699999999999992,16.25303516304911,89.25782846991568,15.599999999999996,26.699999999999992,16.260838183847167,89.11771883049916,15.599999999999996,26.699999999999992,16.13284239458409,91.95764418254396,15.599999999999996,26.699999999999992,16.0207816357479,92.77889645983016,15.599999999999996,26.699999999999992,16.106860831271398,92.14274013431219,15.599999999999996,26.699999999999992 
 07/21  04:00:00,16.162548118040693,89.07244368033616,15.599999999999996,26.699999999999992,16.173356258052895,89.09801441259053,15.599999999999996,26.699999999999992,16.17241300701292,89.01919068081611,15.599999999999996,26.699999999999992,16.00006209008823,92.00152885881847,15.599999999999996,26.699999999999992,15.905268289186033,92.70857638298203,15.599999999999996,26.699999999999992,15.979117884826957,92.15465981553554,15.599999999999996,26.699999999999992 
 07/21  05:00:00,16.078837789155944,89.02622497849727,15.599999999999996,26.699999999999992,16.099876070233325,88.98328761048214,15.599999999999996,26.699999999999992,16.094973202932753,88.93600664868309,15.599999999999996,26.699999999999992,15.876515189527582,92.09306014856497,15.599999999999996,26.699999999999992,15.796701957292852,92.69998294807199,15.599999999999996,26.699999999999992,15.861884208248119,92.2064486211777,15.599999999999996,26.699999999999992 
 07/21  06:00:00,16.04942519722241,89.00873859057252,15.599999999999996,26.699999999999992,16.06950348118383,88.94939939272315,15.599999999999996,26.699999999999992,16.135918877937687,88.51046175891146,15.599999999999996,26.699999999999992,15.831241817859963,92.19645937362816,15.599999999999996,26.699999999999992,15.757646297562204,92.74962138969066,15.599999999999996,26.699999999999992,15.862427177695976,92.03283572151771,15.599999999999996,26.699999999999992 
 07/21  07:00:00,15.969173025872154,86.17513241726165,15.599999999999996,24.0,15.989580222917182,86.33319773745741,15.599999999999996,24.0,16.18717306206067,85.0576548143349,15.599999999999996,24.0,15.675928455655223,89.53265048116172,15.599999999999996,24.0,15.596586840128365,90.22524066877945,15.599999999999996,24.0,15.807304370824147,88.84859555289381,15.599999999999996,24.0 
 07/21  08:00:00,15.975946411136347,84.019982210196,15.599999999999996,24.0,15.98309954966647,84.14844298702383,15.599999999999996,24.0,16.290152840995777,82.37780578922936,15.599999999999996,24.0,15.65108356801778,88.41518939796065,15.599999999999996,24.0,15.563042759214255,89.02499762348282,15.599999999999996,24.0,15.873718356005513,87.1790846977154,15.599999999999996,24.0 
 07/21  09:00:00,16.060076214246443,84.38072713347178,15.599999999999996,24.0,16.047211533732362,84.46525077207453,15.599999999999996,24.0,16.415325081328792,82.44863866051533,15.599999999999996,24.0,15.72689466532105,88.4474742084099,15.599999999999996,24.0,15.62680243557962,89.123018300412,15.599999999999996,24.0,16.009694557428272,86.86396142277921,15.599999999999996,24.0 
 07/21  10:00:00,16.169359651309218,81.90047831309438,15.599999999999996,24.0,16.134956622990696,82.30953133702705,15.599999999999996,24.0,16.515807178826105,80.12505169147299,15.599999999999996,24.0,15.839033976347238,84.95450313031556,15.599999999999996,24.0,15.724334534789007,85.87038998728497,15.599999999999996,24.0,16.146536174102618,83.34649149950253,15.599999999999996,24.0 
 07/21  11:00:00,16.281963403986158,78.16531299414999,15.599999999999996,24.0,16.226794203848918,78.73528697616834,15.599999999999996,24.0,16.573302220577784,76.7479195521448,15.599999999999996,24.0,15.962685558264369,81.3570219307298,15.599999999999996,24.0,15.832676600676464,82.3207098720909,15.599999999999996,24.0,16.25663292160598,79.87551046362891,15.599999999999996,24.0 
 07/21  12:00:00,16.385239396000873,76.04535942448815,15.599999999999996,24.0,16.313183177088327,76.62952795541182,15.599999999999996,24.0,16.591500022264288,75.05009737482463,15.599999999999996,24.0,16.08301245727814,79.36505586524686,15.599999999999996,24.0,15.939468900667825,80.34287337218196,15.599999999999996,24.0,16.3314091306257,78.13371023868322,15.599999999999996,24.0 
 07/21  13:00:00,16.486179556320568,74.68392664813923,15.599999999999996,24.0,16.38896063067369,75.33742866770459,15.599999999999996,24.0,16.620656130761674,74.03186241467897,15.599999999999996,24.0,16.202945723645126,77.99674133630907,15.599999999999996,24.0,16.039906593719426,79.04164028347668,15.599999999999996,24.0,16.402572363223104,77.0217004704203,15.599999999999996,24.0 
 07/21  14:00:00,16.638458010652748,73.41477720432479,15.599999999999996,24.0,16.460703284908963,74.42139068432392,15.599999999999996,24.0,16.683641385919387,73.18510210473812,15.599999999999996,24.0,16.363167358479096,76.65084631028172,15.599999999999996,24.0,16.14191081621043,77.96512297242964,15.599999999999996,24.0,16.496125683490092,76.0156186976992,15.599999999999996,24.0 
 07/21  15:00:00,16.803025214307805,72.22231999845087,15.599999999999996,24.0,16.520163925174113,73.7035941193454,15.599999999999996,24.0,16.737523316050424,72.50882796847735,15.599999999999996,24.0,16.538942996387608,75.2958162362749,15.599999999999996,24.0,16.233159643815075,77.00522693173127,15.599999999999996,24.0,16.581225569283287,75.10826754169122,15.599999999999996,24.0 
 07/21  16:00:00,16.92463902371032,71.3038669120689,15.599999999999996,24.0,16.55353226752328,73.17918969495899,15.599999999999996,24.0,16.75850356931492,72.05288024901445,15.599999999999996,24.0,16.68585710917248,74.14485245878576,15.599999999999996,24.0,16.294893994527385,76.2453384214475,15.599999999999996,24.0,16.632115879551357,74.41881244582561,15.599999999999996,24.0 
 07/21  17:00:00,16.97994039741987,70.75973402765163,15.599999999999996,24.0,16.559546630242384,72.84873281634592,15.599999999999996,24.0,16.74624862229778,71.81699536681487,15.599999999999996,24.0,16.782671935314593,73.33043374027233,15.599999999999996,24.0,16.32606569444415,75.72591876040028,15.599999999999996,24.0,16.647532550872942,73.98870916315592,15.599999999999996,24.0 
 07/21  18:00:00,16.966894451804738,70.60270256483678,15.599999999999996,24.0,16.55197308225502,72.65682766614468,15.599999999999996,24.0,16.71517380395364,71.74369780492611,15.599999999999996,24.0,16.83113034165744,72.84279698856483,15.599999999999996,24.0,16.345585465654715,75.36126873286753,15.599999999999996,24.0,16.646122003037974,73.73465163953952,15.599999999999996,24.0 
 07/21  19:00:00,16.857474061483412,70.96473402735829,15.599999999999996,24.0,16.517717285295266,72.66918560804451,15.599999999999996,24.0,16.65240158428591,71.89793345982382,15.599999999999996,24.0,16.800698730309115,72.81123129564625,15.599999999999996,24.0,16.340576102834927,75.2042270378287,15.599999999999996,24.0,16.614393535965366,73.71181126711126,15.599999999999996,24.0 
 07/21  20:00:00,16.647675418593654,71.91126243667034,15.599999999999996,24.0,16.449440868712315,72.9558639176525,15.599999999999996,24.0,16.55423122457174,72.33479098836881,15.599999999999996,24.0,16.647980817883695,73.520144693495,15.599999999999996,24.0,16.275260470705835,75.5051375374603,15.599999999999996,24.0,16.519075703917007,74.15723441798643,15.599999999999996,24.0 
 07/21  21:00:00,16.502313499505043,74.98997198568993,15.599999999999996,24.0,16.38575396918516,75.43880183829462,15.599999999999996,24.0,16.469721535738206,75.05439427723265,15.599999999999996,24.0,16.506033187025604,76.93504009101711,15.599999999999996,24.0,16.20126129735661,78.47498871938437,15.599999999999996,24.0,16.419671132692226,77.32905864789761,15.599999999999996,24.0 
 07/21  22:00:00,16.41266860034227,81.98070024831831,15.599999999999996,24.0,16.32746001122578,82.13844697628012,15.599999999999996,24.0,16.396450244072785,81.9267720878449,15.599999999999996,24.0,16.397807373650917,84.07379571322194,15.599999999999996,24.0,16.130568381930406,85.48870920785124,15.599999999999996,24.0,16.327583944145402,84.4126139062945,15.599999999999996,24.0 
 07/21  23:00:00,16.66844945242545,88.12968786343349,15.599999999999996,26.699999999999992,16.592396099727793,88.20923895797979,15.599999999999996,26.699999999999992,16.652978096894117,88.04416898863643,15.599999999999996,26.699999999999992,16.704888298557965,90.87255460918486,15.599999999999996,26.699999999999992,16.493413585362642,92.06305997421684,15.599999999999996,26.699999999999992,16.649456281835494,91.14067929118208,15.599999999999996,26.699999999999992 
 07/21  24:00:00,16.6224814890823,90.38352671528757,15.599999999999996,26.699999999999992,16.569366351442955,90.72353382574094,15.599999999999996,26.699999999999992,16.614109493902706,90.40036899192542,15.599999999999996,26.699999999999992,16.61490857731309,92.69307126784382,15.599999999999996,26.699999999999992,16.438056179661057,93.947948730456,15.599999999999996,26.699999999999992,16.56997467570086,92.99515896413861,15.599999999999996,26.699999999999992 
 07/21  01:00:00,17.062260347712563,92.16010435325215,15.599999999999996,26.699999999999992,16.996291085422516,92.68116284413952,15.599999999999996,26.699999999999992,17.052837330404483,92.20070297006703,15.599999999999996,26.699999999999992,17.240152949622424,92.34914832269966,15.599999999999996,26.699999999999992,17.06866242681866,93.63998879307985,15.599999999999996,26.699999999999992,17.200766795995737,92.62865717724424,15.599999999999996,26.699999999999992 
 07/21  02:00:00,16.937827171885097,91.51058399004262,15.599999999999996,26.699999999999992,16.889415066223105,91.97066487198263,15.599999999999996,26.699999999999992,16.933243486552197,91.54283462062506,15.599999999999996,26.699999999999992,17.08378680297103,92.21052540369875,15.599999999999996,26.699999999999992,16.933968442002087,93.3486676382031,15.599999999999996,26.699999999999992,17.050669107038082,92.44995242696798,15.599999999999996,26.699999999999992 
 07/21  03:00:00,16.83692189509339,91.06548178771737,15.599999999999996,26.699999999999992,16.80266170418404,91.42129459954407,15.599999999999996,26.699999999999992,16.836319003036305,91.07100972701073,15.599999999999996,26.699999999999992,16.949896061541494,92.22576623608718,15.599999999999996,26.699999999999992,16.819287069682282,93.22924046260914,15.599999999999996,26.699999999999992,16.922344917869122,92.42852681028188,15.599999999999996,26.699999999999992 
 07/21  04:00:00,16.746393379555936,90.77803985160784,15.599999999999996,26.699999999999992,16.724494872012983,91.04525848622501,15.599999999999996,26.699999999999992,16.74932591786897,90.76065303424487,15.599999999999996,26.699999999999992,16.823816748315902,92.32479113162896,15.599999999999996,26.699999999999992,16.71065785406604,93.21215160146885,15.599999999999996,26.699999999999992,16.80132247513563,92.49579335683329,15.599999999999996,26.699999999999992 
 07/21  05:00:00,16.66387766117014,90.55399494453822,15.599999999999996,26.699999999999992,16.652247179685418,90.7484382816201,15.599999999999996,26.699999999999992,16.673039218229032,90.49884624017717,15.599999999999996,26.699999999999992,16.706424300444663,92.44517162091807,15.599999999999996,26.699999999999992,16.608447631994277,93.23093907117452,15.599999999999996,26.699999999999992,16.69030242132997,92.5765006871622,15.599999999999996,26.699999999999992 
 07/21  06:00:00,16.63642754054937,90.4664839811249,15.599999999999996,26.699999999999992,16.623937451866297,90.6368450650787,15.599999999999996,26.699999999999992,16.71517988822702,89.99907882239268,15.599999999999996,26.699999999999992,16.667360169601647,92.52777266633804,15.599999999999996,26.699999999999992,16.57580961389081,93.25946298358757,15.599999999999996,26.699999999999992,16.697323313212006,92.38108034675564,15.599999999999996,26.699999999999992 
 07/21  07:00:00,16.370348509711363,86.83358350750063,15.599999999999996,24.0,16.367210575929466,87.28432440600216,15.599999999999996,24.0,16.586035842902714,85.76267574793276,15.599999999999996,24.0,16.32071243142171,88.42007399253428,15.599999999999996,24.0,16.226005981026194,89.35093115167403,15.599999999999996,24.0,16.454524629278353,87.778315484362,15.599999999999996,24.0 
 07/21  08:00:00,16.313545356079956,84.08317339491451,15.599999999999996,24.0,16.296478154255905,84.43128488447108,15.599999999999996,24.0,16.62598834945548,82.46503667418908,15.599999999999996,24.0,16.244120601777436,85.6831870632672,15.599999999999996,24.0,16.139089150392568,86.48048681474683,15.599999999999996,24.0,16.46962711621905,84.50025320282313,15.599999999999996,24.0 
 07/21  09:00:00,16.388812129351276,79.92637123727758,15.599999999999996,24.0,16.35057711361949,80.49083013835462,15.599999999999996,24.0,16.74189821437187,78.21003851475396,15.599999999999996,24.0,16.308706454242024,80.63187152847617,15.599999999999996,24.0,16.190911509738637,81.59637227596333,15.599999999999996,24.0,16.594435998116868,79.24717842132794,15.599999999999996,24.0 
 07/21  10:00:00,16.495704195940167,75.96495256126045,15.599999999999996,24.0,16.43516752857944,76.59300886248542,15.599999999999996,24.0,16.839942026590844,74.35130381209403,15.599999999999996,24.0,16.41296183405592,76.70182915892595,15.599999999999996,24.0,16.280086389502348,77.6532263197042,15.599999999999996,24.0,16.723483792523286,75.23861854762573,15.599999999999996,24.0 
 07/21  11:00:00,16.60682567046349,73.67666870988836,15.599999999999996,24.0,16.525131735088078,74.3101690765743,15.599999999999996,24.0,16.895791238650638,72.33268294156066,15.599999999999996,24.0,16.52978385257676,74.64249139444533,15.599999999999996,24.0,16.381211013777396,75.59920001547803,15.599999999999996,24.0,16.826377381368903,73.26364972012352,15.599999999999996,24.0 
 07/21  12:00:00,16.709244073883983,72.27191002853239,15.599999999999996,24.0,16.6103938170104,72.9244349174483,15.599999999999996,24.0,16.913027256726764,71.32205270692388,15.599999999999996,24.0,16.644498401492147,73.35235191216759,15.599999999999996,24.0,16.482014746600765,74.33943518080794,15.599999999999996,24.0,16.894936157771735,72.20159684417929,15.599999999999996,24.0 
 07/21  13:00:00,16.80940524518149,71.30690418287683,15.599999999999996,24.0,16.68524176648874,72.04135924244918,15.599999999999996,24.0,16.94142283981147,70.68529376233887,15.599999999999996,24.0,16.75980752480036,72.38121870457452,15.599999999999996,24.0,16.577396275836154,73.44125262072275,15.599999999999996,24.0,16.960953934324397,71.46772283921771,15.599999999999996,24.0 
 07/21  14:00:00,16.96121529596218,70.28734234356726,15.599999999999996,24.0,16.756351314203048,71.36958466231027,15.599999999999996,24.0,17.003745986325406,70.07180083318302,15.599999999999996,24.0,16.916669499826565,71.3183797473141,15.599999999999996,24.0,16.675168447630902,72.63601899682394,15.599999999999996,24.0,17.050256378957148,70.72261080744765,15.599999999999996,24.0 
 07/21  15:00:00,17.12496907294659,69.26928747496522,15.599999999999996,24.0,16.814982203700367,70.81138189862445,15.599999999999996,24.0,17.056820808640378,69.54892429045792,15.599999999999996,24.0,17.089689963557877,70.19671435744395,15.599999999999996,24.0,16.76272232128747,71.88771990607505,15.599999999999996,24.0,17.13162037085627,70.02033613102698,15.599999999999996,24.0 
 07/21  16:00:00,17.245184479354197,68.47302801710279,15.599999999999996,24.0,16.847028305864967,70.39605279945305,15.599999999999996,24.0,17.07650246745403,69.19648241578581,15.599999999999996,24.0,17.233992284323424,69.23100969760291,15.599999999999996,24.0,16.82116817797571,71.29090190821071,15.599999999999996,24.0,17.179133995383324,69.48724813358653,15.599999999999996,24.0 
